,ret,up_days,std,maxdn,category
19950904,0.09744095024775862,-0.20888777033475378,-0.439418102618088,-0.4701073337431397,1
19950905,0.10078840960735679,-0.20888777033475378,-0.4403050573790397,-0.4701073337431397,1
19950906,0.18055890634956603,-0.005939673512044106,-0.4397151365601268,-0.4701073337431397,0
19950907,0.1589906440880961,-0.005939673512044106,-0.44331751384708856,-0.4701073337431397,0
19950908,0.19182542870921812,-0.005939673512044106,-0.44312967898818,-0.4629812606051674,0
19950911,0.3583088078723521,0.1970084233106667,-0.4459407474954068,-0.4629812606051674,0
19950912,0.2929145622652711,0.3999565201333775,-0.49132268517517186,-0.4629812606051674,0
19950913,0.3023138076326733,0.3999565201333775,-0.49842893687949413,-0.4629812606051674,0
19950914,0.3096574266077615,0.1970084233106667,-0.49911701066126773,-0.4629812606051674,0
19950915,0.3674652787951256,0.3999565201333775,-0.4807906438505909,-0.4629812606051674,0
19950918,0.4207515173007532,0.3999565201333775,-0.48244748784478375,-0.4629812606051674,0
19950919,0.33662043694643,0.3999565201333775,-0.46250091413511757,-0.4629812606051674,0
19950920,0.3232915308787375,0.3999565201333775,-0.4623131072321024,-0.4629812606051674,0
19950921,0.3637565139071684,0.6029046169560883,-0.4600902618096265,-0.4629812606051674,0
19950922,0.36887387256244897,0.6029046169560883,-0.4588076766705403,-0.4629812606051674,0
19950925,-0.43559610084281164,0.6029046169560883,0.3981110807332988,0.7555772459881043,1
19950926,-0.415572455712997,0.3999565201333775,0.39791569774739305,0.776955465402021,1
19950927,-0.4128059592988456,0.3999565201333775,0.4004359320798173,0.8838465624716065,1
19950928,-0.4491099112075722,0.3999565201333775,0.39755820551051135,0.9266030012994405,1
19950929,-0.368626478970063,0.3999565201333775,0.4047550408614215,0.9266030012994405,1
19951004,-0.4158923843620608,0.1970084233106667,0.40540259753739205,0.9266030012994405,1
19951005,-0.509111081776914,0.3999565201333775,0.4057091291577002,0.9266030012994405,1
19951006,-0.4679628360530263,0.1970084233106667,0.39705813845571214,0.9266030012994405,1
19951009,-0.5031802857129355,0.1970084233106667,0.3981061301854687,0.9978637326791645,1
19951010,-0.5465530715895848,0.1970084233106667,0.3978400253587835,1.0477462446449701,1
19951011,-0.6278708768154502,-0.005939673512044106,0.3989531725333403,1.1261330491626664,1
19951012,-0.6779692023804165,-0.20888777033475378,0.3995200732980461,1.204519853680362,1
19951013,-0.7059750410724787,-0.005939673512044106,0.40241473460475713,1.204519853680362,1
19951016,-0.6586096741944134,-0.005939673512044106,0.4018202346206456,1.204519853680362,1
19951017,-0.5586925368717746,-0.005939673512044106,0.4025276368404544,1.204519853680362,1
19951018,-0.5725705996614849,-0.005939673512044106,0.4014664054353106,1.204519853680362,1
19951019,-0.6733782750056337,-0.20888777033475378,0.4025685791302273,1.204519853680362,1
19951020,-0.4400127917969969,-0.20888777033475378,0.43356509301928026,1.204519853680362,1
19951023,-0.5284788376733442,-0.20888777033475378,0.43910613571634505,1.204519853680362,1
19951024,-0.5047443500065303,-0.005939673512044106,0.43935656483677316,1.204519853680362,1
19951025,-0.42662785814194715,0.1970084233106667,0.447451547718365,1.204519853680362,1
19951026,-0.5357136093768304,-0.005939673512044106,0.4542927782154424,1.204519853680362,1
19951027,-0.5959457915125856,-0.005939673512044106,0.455262550908398,1.204519853680362,1
19951030,-0.6733782750056337,-0.20888777033475378,0.45531501583984274,1.204519853680362,1
19951031,-0.671614893929927,-0.4118358671574646,0.4538558273435296,1.204519853680362,1
19951101,-0.6719524318535677,-0.20888777033475378,0.45448219081195174,1.204519853680362,1
19951102,-0.926380151914869,-0.4118358671574646,0.4535013001501015,1.204519853680362,1
19951103,-0.8801886224601331,-0.4118358671574646,0.4209828841127778,1.204519853680362,1
19951106,-0.8224930788718137,-0.20888777033475378,0.42131968753911364,1.204519853680362,1
19951107,-0.8344950377207344,-0.20888777033475378,0.420873215413307,1.204519853680362,1
19951108,-0.9607677218686799,-0.20888777033475378,0.4212148794684095,1.204519853680362,1
19951109,-1.0449778457097596,-0.4118358671574646,0.4166599617731135,1.204519853680362,1
19951110,-1.0640853234637082,-0.6147839639801754,0.4123274021192108,1.204519853680362,1
19951113,-1.1739533205489112,-0.8177320608028862,0.41428608943000345,1.282906658198058,1
19951114,-1.1605622073307706,-0.8177320608028862,0.41458694870372115,1.282906658198058,1
19951115,-1.2325495856610191,-0.8177320608028862,0.4143115105948837,1.282906658198058,1
19951116,-1.158039293115957,-1.0206801576255964,0.4108578797529391,1.297158804474003,1
19951117,-1.243214596256738,-1.0206801576255964,0.40944171935413576,1.304284877611975,1
19951120,-1.3118629403211328,-1.223628254448308,0.40449454645217514,1.304284877611975,1
19951121,-1.66225552981648,-1.223628254448308,0.40125126241923903,1.304284877611975,1
19951122,-1.4748366320685542,-1.223628254448308,0.3365355412018327,1.1397778596598065,1
19951123,-1.153142669290433,-1.223628254448308,0.3293499459467031,0.9429131686977464,1
19951124,-1.051675990459595,-1.0206801576255964,0.2787642336530782,0.9429131686977464,1
19951127,-1.0699000642565186,-1.0206801576255964,0.2788696681258689,0.9429131686977464,1
19951128,-1.1393881079827801,-1.0206801576255964,0.2789325301245226,0.9810635602517243,1
19951129,-1.157122478442242,-1.223628254448308,0.27745357788280023,1.0344741084272933,1
19951130,-1.2317124961594181,-1.223628254448308,0.2774711875531695,1.0726244999812704,1
19951201,-1.1946417308417026,-1.223628254448308,0.2757317693323204,1.0726244999812704,1
19951204,-1.2073708462046693,-1.223628254448308,0.2757321083383852,1.0955147349136574,1
19951205,-1.2116223481209805,-1.0206801576255964,0.27688037631209333,1.0955147349136574,1
19951206,-1.2166448851305907,-1.223628254448308,0.27583818487174155,1.0955147349136574,1
19951207,-1.2688893294751813,-1.4265763512710181,0.27549955742939036,1.0955147349136574,1
19951208,-1.256825181207464,-1.4265763512710181,0.2733978977468909,1.0955147349136574,1
19951211,-1.510924553591574,-1.4265763512710181,0.2754424052698763,1.179445596332408,1
19951212,-1.5494555871516136,-1.4265763512710181,0.2603649438528149,1.179445596332408,1
19951213,-1.4706131413343642,-1.629524448093729,0.2580046282331141,1.123394457675035,1
19951214,-1.4826300742644816,-1.629524448093729,0.251491268499123,1.162465985443596,1
19951215,-1.571320208210364,-1.629524448093729,0.25146065004599505,1.1937232076584439,1
19951218,-1.6054227840640933,-1.8324725449164396,0.24795412611150058,1.2275297777844327,1
19951219,-0.5693464032557949,-1.629524448093729,0.24889257908158882,-0.033083397495752155,1
19951220,-0.5342995215309877,-1.4265763512710181,-0.7400795065514895,-0.05753382498639904,1
19951221,-0.4734616057996173,-1.4265763512710181,-0.7400286095630871,-0.08217042324474143,1
19951222,-0.44150000664755856,-1.4265763512710181,-0.7482844501004837,-0.08217042324474143,1
19951225,-0.6416735831174929,-1.4265763512710181,-0.7338447060000178,0.06568655112816134,1
19951226,-0.5543587607155633,-1.4265763512710181,-0.7515643572727421,0.06568655112816134,1
19951227,-0.5651932011060916,-1.4265763512710181,-0.7542284242146258,0.06568655112816134,1
19951228,-0.5971463358515956,-1.629524448093729,-0.7515422184185192,0.10511507762760253,1
19951229,-0.4952664085389173,-1.4265763512710181,-0.7498316935209082,0.10511507762760253,1
19960102,-0.5286526794408838,-1.4265763512710181,-0.752138243701309,0.18397213062648438,1
19960103,-0.520379594298473,-1.4265763512710181,-0.7503548136081849,0.2628291836253662,1
19960104,-0.4127126180821803,-1.223628254448308,-0.7484706601640979,0.2628291836253662,1
19960105,-0.49579047592075787,-1.223628254448308,-0.7524562694128158,0.2628291836253662,1
19960108,-0.6097279935823207,-1.4265763512710181,-0.7582384907999884,0.3022577101248071,1
19960109,-0.5810149235811493,-1.4265763512710181,-0.7600155402606972,0.3022577101248071,1
19960110,-0.6563845329875994,-1.629524448093729,-0.7582550899658661,0.31211484174966725,1
19960111,-0.5882273263951636,-1.629524448093729,-0.7582550899658661,0.31211484174966725,1
19960112,-0.7724517120007456,-1.4265763512710181,-0.7581415973947468,0.31211484174966725,1
19960115,-0.6599468829854975,-1.629524448093729,-0.8625977699620305,0.31211484174966725,1
19960116,-0.6655721244362603,-1.629524448093729,-0.8821014618426606,0.31211484174966725,1
19960117,-0.8010036621662899,-1.8324725449164396,-0.8827255294396869,0.31211484174966725,1
19960118,-0.7926895425843661,-2.03542064173915,-0.8915456654103855,0.28097145987086114,1
19960119,-0.7127611350907608,-1.8324725449164396,-0.9167472786105649,0.1997435412262609,1
19960122,-0.722762079185678,-1.8324725449164396,-0.9179456205484985,0.19144723177858164,1
19960123,-0.7478662658631495,-1.8324725449164396,-0.9136075447165045,0.2847807130649752,1
19960124,-0.6979196027288308,-1.629524448093729,-0.8970547670586368,0.2847807130649752,1
19960125,-0.6876043201184129,-1.8324725449164396,-0.9003156312326418,0.2847807130649752,1
19960126,-0.6368208903545859,-1.629524448093729,-0.8781633588952555,0.2847807130649752,1
19960129,-0.6425656222283219,-1.8324725449164396,-0.882979639394329,0.2847807130649752,1
19960130,-0.6032104785478568,-1.8324725449164396,-0.8799073451864208,0.26837134598472534,1
19960131,-0.5793735716172246,-1.8324725449164396,-0.8795096097463101,0.19342856584382995,1
19960201,-0.5404287659277411,-1.629524448093729,-0.8789462888757992,0.17652571054031324,1
19960202,-0.5404287659277411,-1.629524448093729,-0.8785736081944022,0.17652571054031324,1
19960205,-0.45579177862612114,-1.629524448093729,-0.8788676724126607,0.09061450383235353,1
19960206,-0.4538460592643719,-1.4265763512710181,-0.8928856371657475,0.09061450383235353,1
19960207,-0.44244970300269787,-1.629524448093729,-0.8938239225809604,0.09061450383235353,1
19960208,-0.41783430991407305,-1.4265763512710181,-0.8923880362602916,0.09061450383235353,1
19960209,-0.32838696323494404,-1.223628254448308,-0.8708230984983973,0.09061450383235353,1
19960212,-0.2601523121326355,-1.0206801576255964,-0.8563871099631937,0.09061450383235353,1
19960213,-0.11790869184934856,-0.8177320608028862,-0.7924748199142577,0.09061450383235353,1
19960214,-0.16217645716577916,-1.0206801576255964,-0.792168685802285,0.09061450383235353,1
19960215,-0.024910501397971276,-1.0206801576255964,-0.7621267345503991,0.09061450383235353,1
19960216,0.19693691173809882,-0.8177320608028862,-0.6168714489667697,-1.353740402851711,1
19960304,0.4567777630913601,-0.8177320608028862,-0.5186088005749441,-1.353740402851711,0
19960305,0.3621720879730566,-0.8177320608028862,-0.48696875304839304,-1.0678835857307643,1
19960306,0.3107493427646424,-0.8177320608028862,-0.47344412258555113,-0.8805980848584205,1
19960307,0.576224597931164,-0.6147839639801754,-0.36962169842704257,-1.353740402851711,0
19960308,0.5679438076425875,-0.6147839639801754,-0.3710373021608203,-1.3440067941795426,0
19960311,0.46532876373148324,-0.8177320608028862,-0.33884481447136955,-1.0519985340145104,1
19960312,0.48059625829492036,-0.6147839639801754,-0.33869925073288015,-1.0519985340145104,0
19960313,0.4928728694644378,-0.6147839639801754,-0.33874077283148496,-1.0519985340145104,0
19960314,0.5095624501720446,-0.4118358671574646,-0.3386849178552481,-1.0519985340145104,0
19960315,0.5211529201942199,-0.20888777033475378,-0.3386334429357725,-1.0519985340145104,0
19960318,0.6567238911572097,-0.20888777033475378,-0.3296060309665381,-1.353740402851711,0
19960319,0.6410659912986415,-0.20888777033475378,-0.33864873646708604,-1.3247214001603422,0
19960320,0.6850131901327229,-0.4118358671574646,-0.3385602024119511,-1.3247214001603422,0
19960321,0.6696038558579881,-0.4118358671574646,-0.33985562114740897,-1.2279913911891116,0
19960322,0.7098135440476339,-0.20888777033475378,-0.3412425474592247,-1.2279913911891116,0
19960325,0.7495647791739384,-0.20888777033475378,-0.3425361115457331,-1.2279913911891116,0
19960326,0.7192853212386925,-0.20888777033475378,-0.34510790565320404,-1.2183183902919876,0
19960327,0.7171079626145819,-0.20888777033475378,-0.3451201081094963,-1.2183183902919876,0
19960328,0.7155531470889954,-0.4118358671574646,-0.3440111813737556,-1.2086453893948648,0
19960329,0.7378051778505399,-0.20888777033475378,-0.344590165940876,-1.2086453893948648,0
19960401,0.8193857482742185,-0.005939673512044106,-0.3447349819579513,-1.2086453893948648,0
19960402,0.7828885342195708,-0.005939673512044106,-0.3585456364262078,-1.2086453893948648,0
19960403,0.8080653468681498,-0.005939673512044106,-0.3583429634374266,-1.2086453893948648,0
19960404,0.9394446209642789,0.1970084233106667,-0.342205855396746,-1.353740402851711,0
19960405,1.0006574829351529,0.3999565201333775,-0.3385088121646794,-1.353740402851711,0
19960408,1.07052949169985,0.3999565201333775,-0.338070360930958,-1.353740402851711,0
19960409,1.0853040843017407,0.3999565201333775,-0.34477097846107474,-1.2994227824294038,0
19960410,1.0806401824274394,0.6029046169560883,-0.35047143953503723,-1.353740402851711,0
19960411,1.159243417551399,0.6029046169560883,-0.34522260152797046,-1.353740402851711,0
19960412,1.238259593232878,0.8058527137787992,-0.3434105522546782,-1.353740402851711,0
19960415,1.2208786159162175,1.00880081060151,-0.3479591215993359,-1.353740402851711,0
19960416,1.2739827548582419,1.00880081060151,-0.3497807208413337,-1.353740402851711,0
19960417,1.2792043211522066,1.2117489074242196,-0.36054045122051365,-1.353740402851711,0
19960418,1.4042221839473914,1.4146970042469316,-0.3043312005574999,-1.353740402851711,0
19960419,1.5534696713303553,1.4146970042469316,-0.2431529837314498,-1.353740402851711,0
19960422,1.5122816189379864,1.4146970042469316,-0.2310390395791968,-1.2047965922977353,0
19960423,1.5848613286932192,1.6176451010696413,-0.22566827113795299,-1.353740402851711,0
19960424,1.8216856095006224,1.820593197892352,-0.12431264062479994,-1.353740402851711,0
19960425,1.8125537240286054,1.820593197892352,-0.14605064745872842,-1.353740402851711,0
19960426,2.1513218530341414,1.820593197892352,0.21940805576304034,-1.353740402851711,0
19960429,2.353431280209227,2.023541294715062,0.34567040160604223,-1.353740402851711,0
19960430,2.2970247963983264,2.023541294715062,0.3543144018701044,-1.158333617433098,0
19960502,2.205434727726986,1.820593197892352,0.43175930021694275,-0.6698166538865659,0
19960503,2.2014894970192627,2.023541294715062,0.42918575791016644,-0.6698166538865659,0
19960506,2.315454266877134,2.023541294715062,0.4722647235521062,-1.353740402851711,0
19960507,2.272847161998532,2.023541294715062,0.48676342592096816,-1.1644095471672078,0
19960508,2.2539281885094207,1.820593197892352,0.4987822148748012,-1.013915790084655,0
19960509,2.244736617511443,1.820593197892352,0.4963723340887646,-1.013915790084655,0
19960510,2.2269374535537443,1.6176451010696413,0.5032618957137902,-0.9216776809050247,0
19960513,2.26075493784287,1.820593197892352,0.5017729035462455,-0.9216776809050247,0
19960514,2.2907728097541558,2.023541294715062,0.5000461070159266,-0.9216776809050247,0
19960515,2.4048949548746443,2.023541294715062,0.5460264916526316,-1.353740402851711,0
19960516,2.420201351049762,2.2264893915377737,0.5433117240538071,-1.353740402851711,0
19960517,2.4312726369018187,2.2264893915377737,0.5431003262990948,-1.353740402851711,0
19960520,2.404325268963832,2.023541294715062,0.5475047535462484,-1.319371289044677,0
19960521,2.2664102331486866,1.820593197892352,0.6131168559533812,-0.8467959741979482,0
19960522,2.3770382339809633,1.820593197892352,0.6389635264386722,-1.353740402851711,0
19960523,2.324516700890729,1.820593197892352,0.6404119822360475,-1.2727409655918835,0
19960524,2.245868003570419,1.820593197892352,0.6385793791836767,-1.353740402851711,0
19960527,0.6684119696660253,1.6176451010696413,5.0875966245903905,2.487570878083449,2
19960528,0.6952675365273416,1.4146970042469316,5.075835662702898,2.597807184158851,2
19960529,0.9445035084258995,1.6176451010696413,5.084197003670637,2.597807184158851,2
19960530,0.8574521640194563,1.820593197892352,5.088379301848819,2.597807184158851,2
19960531,1.372831695966536,1.820593197892352,5.1726833161904135,2.597807184158851,2
19960603,1.6080314580042643,2.023541294715062,5.185692916469626,2.597807184158851,2
19960604,1.6234043058360164,2.2264893915377737,5.181108819716934,2.597807184158851,2
19960605,1.5621142197664657,2.023541294715062,5.183462000315246,2.597807184158851,2
19960606,1.643837663518647,2.023541294715062,5.1881834634492545,2.597807184158851,2
19960607,1.6409211073365964,2.023541294715062,5.188182730115437,2.597807184158851,2
19960610,1.5843796886254782,1.820593197892352,5.188302226362198,2.597807184158851,2
19960611,1.7826546223741206,1.820593197892352,5.210372352553128,2.597807184158851,2
19960612,1.7926285077862103,2.023541294715062,5.210191758743356,2.597807184158851,2
19960613,1.832960283888222,2.2264893915377737,5.21020833225362,2.597807184158851,2
19960614,1.7820119594186163,2.2264893915377737,5.211124518680345,2.597807184158851,2
19960617,1.76291135001067,2.023541294715062,5.211692493146543,2.597807184158851,2
19960618,1.8483853896015838,2.2264893915377737,5.21472683280263,2.597807184158851,2
19960619,1.8210744044844416,2.2264893915377737,5.214930257063982,2.597807184158851,2
19960620,1.8899948358642504,2.2264893915377737,5.217215122720502,2.597807184158851,2
19960621,1.859253989947866,2.2264893915377737,5.217550930747224,2.597807184158851,2
19960624,1.8957087038064317,2.2264893915377737,5.218583900443002,2.597807184158851,2
19960625,1.8821707616374486,2.023541294715062,5.219517382327296,2.597807184158851,2
19960626,1.8812248096559354,2.2264893915377737,5.21924686456023,2.597807184158851,2
19960627,1.8200191367298852,2.023541294715062,5.219303075129593,2.597807184158851,2
19960628,1.7083054873740748,1.820593197892352,5.220882236761822,2.597807184158851,2
19960701,1.5997633271758847,1.6176451010696413,5.226327831445173,2.597807184158851,2
19960702,1.632180953007078,1.6176451010696413,5.226308206771374,2.597807184158851,2
19960703,1.7032370756111608,1.820593197892352,5.230937369855829,2.597807184158851,2
19960704,1.7156233419484062,1.820593197892352,5.232718413076962,2.597807184158851,2
19960705,1.7402153011673458,1.820593197892352,5.234444775168865,2.597807184158851,2
19960708,1.7429265251894137,1.820593197892352,5.233577433876402,2.597807184158851,2
19960709,1.6955402503822719,1.6176451010696413,5.235174751629877,2.597807184158851,2
19960710,1.6827498258166238,1.4146970042469316,5.235342534338085,2.597807184158851,2
19960711,1.5133007874686044,1.2117489074242196,5.236750411858985,2.597807184158851,2
19960712,1.4445562123989713,1.2117489074242196,5.229837862890188,2.597807184158851,2
19960715,1.4235229090475283,1.00880081060151,5.22038278775199,2.597807184158851,2
19960716,1.3911610948342077,1.2117489074242196,5.219566480219673,2.597807184158851,2
19960717,1.1063258642383198,1.00880081060151,5.219499580714919,2.597807184158851,2
19960718,1.1207006073169032,1.00880081060151,5.195983293920322,2.597807184158851,2
19960719,0.5748306933195168,1.00880081060151,5.196005851361587,2.597807184158851,2
19960722,0.0905810213819303,0.8058527137787992,5.10382491919739,2.597807184158851,2
19960723,0.27338171128325883,0.8058527137787992,5.059210019605229,2.597807184158851,2
19960724,0.45604303595588475,0.8058527137787992,5.058066652301192,2.597807184158851,2
19960725,0.42519833758705605,1.00880081060151,5.046031749909339,2.597807184158851,2
19960726,0.14226391032297603,0.8058527137787992,5.044670939412679,2.597807184158851,2
19960729,0.27250633490368653,0.8058527137787992,5.024643484377022,2.597807184158851,2
19960730,0.29827784039280814,0.8058527137787992,5.023632688729888,2.597807184158851,2
19960731,0.25356525335863983,0.8058527137787992,5.023145237721989,2.597807184158851,2
19960801,0.29373830084277325,0.8058527137787992,5.023126266374169,2.597807184158851,2
19960802,0.19603333698290518,0.8058527137787992,5.022964321911839,2.597807184158851,2
19960805,0.16651895505524608,0.8058527137787992,5.022119898420375,2.597807184158851,2
19960806,-0.08529829640995872,0.8058527137787992,5.0209438790935295,2.597807184158851,2
19960807,0.14446264447352414,0.8058527137787992,5.017033846949741,2.597807184158851,2
19960808,-0.022567265347780262,0.6029046169560883,5.016045376838823,2.597807184158851,2
19960809,-0.062347702980975556,0.3999565201333775,5.0124006902262135,2.597807184158851,2
19960812,0.19974857894155934,0.6029046169560883,5.013220375192713,2.597807184158851,2
19960813,-0.027581657237328645,0.8058527137787992,5.00344266092685,2.597807184158851,2
19960814,-0.014511570439326283,0.6029046169560883,4.984664894425466,2.597807184158851,2
19960815,-0.11078103962137403,0.6029046169560883,4.984651685961177,2.597807184158851,2
19960816,1.7338429952066847,0.3999565201333775,4.983131837239945,-1.066058190985419,0
19960819,1.75981914215867,0.3999565201333775,0.3529789786646011,-0.9554111864214607,0
19960820,1.5964436255603243,0.3999565201333775,0.34632600015428006,-0.8093571403970369,0
19960821,1.6105637214777002,0.3999565201333775,0.3347180599580512,-0.8093571403970369,0
19960822,1.1088016520649735,0.1970084233106667,0.3286681715292862,-0.8093571403970369,0
19960823,0.851892325401469,-0.005939673512044106,-0.06479720386721333,-0.8093571403970369,0
19960826,0.7300597543275319,-0.20888777033475378,-0.11382953028041867,-0.6810066151028459,0
19960827,0.8081885633134793,-0.20888777033475378,-0.11669680584688476,-0.6810066151028459,0
19960828,0.6922340613502157,-0.005939673512044106,-0.1300170909341801,-0.6810066151028459,0
19960829,0.6776194631442913,-0.20888777033475378,-0.15511578057235823,-0.6810066151028459,0
19960830,0.7393740227039698,-0.20888777033475378,-0.15173179136373366,-0.6810066151028459,0
19960902,0.4072229191578392,-0.20888777033475378,-0.14932288193959425,-0.6810066151028459,0
19960903,0.40792988072698394,-0.20888777033475378,-0.28831759922118655,-0.6810066151028459,0
19960904,0.38974933564048897,-0.20888777033475378,-0.28851866139061544,-0.6810066151028459,0
19960905,0.3902597116104574,-0.4118358671574646,-0.2818978633731051,-0.6765807349202868,0
19960906,0.3987483232619185,-0.4118358671574646,-0.28855451979382724,-0.6234701727295874,0
19960909,0.2426811459947721,-0.4118358671574646,-0.28880577819115916,-0.5570819699912122,1
19960910,0.16982233953843642,-0.6147839639801754,-0.2929267782551437,-0.33578796086329615,1
19960911,0.08274226119549083,-0.4118358671574646,-0.29382012745631314,-0.33578796086329615,1
19960912,0.024846519561548732,-0.6147839639801754,-0.3019065168534136,-0.2207150761167797,1
19960913,-0.11464457245222873,-0.6147839639801754,-0.30040355822029435,-0.13219747246561278,1
19960916,-0.1416487741428388,-0.8177320608028862,-0.3058434190990581,-0.003846947171421636,1
19960917,-0.11075310994963393,-0.6147839639801754,-0.30232707739910014,-0.003846947171421636,1
19960918,-0.28502134413226937,-0.8177320608028862,-0.26715529392182535,0.1820400204960279,1
19960919,-0.18451352965588372,-0.8177320608028862,-0.2669846387387392,0.21744706195649469,1
19960920,0.14686249150883227,-0.6147839639801754,-0.24587398497835006,0.21744706195649469,1
19960923,0.16340285137844804,-0.4118358671574646,-0.27879550436794687,0.21744706195649469,1
19960924,0.06058727492935342,-0.4118358671574646,-0.2756456896078815,0.21744706195649469,1
19960925,-0.02460958292504915,-0.4118358671574646,-0.31072001218578654,0.21744706195649469,1
19960926,-0.03491367729823597,-0.4118358671574646,-0.30730663749133597,0.21744706195649469,1
19960927,0.06676593935249674,-0.4118358671574646,-0.3034490751997571,0.21744706195649469,1
19961003,0.11404183934733678,-0.6147839639801754,-0.3048829978271564,0.21744706195649469,1
19961004,0.10729337182778345,-0.6147839639801754,-0.311436567630297,0.21744706195649469,1
19961007,0.2093692765977057,-0.4118358671574646,-0.3095490169446509,0.21744706195649469,1
19961008,0.06406480235431483,-0.4118358671574646,-0.31572623763572133,0.21744706195649469,1
19961009,0.14446264447352414,-0.6147839639801754,-0.3404054864277492,0.21744706195649469,1
19961010,0.1765213913433703,-0.4118358671574646,-0.346549752533516,0.21744706195649469,1
19961011,0.27230904108176024,-0.4118358671574646,-0.349856993724315,0.21744706195649469,1
19961014,0.3298323457168047,-0.20888777033475378,-0.35299795259636985,0.21744706195649469,1
19961016,0.35797969541269237,-0.20888777033475378,-0.35315347886504483,0.21744706195649469,1
19961017,0.3554936112638299,-0.20888777033475378,-0.34680962867186754,0.21744706195649469,1
19961018,0.17478973177738805,-0.20888777033475378,-0.3388885783045299,0.21744706195649469,1
19961021,0.2474261853660634,-0.20888777033475378,-0.3506326860409647,0.21744706195649469,1
19961022,0.16409166628527252,-0.20888777033475378,-0.34767943428715653,0.21744706195649469,1
19961023,0.2898994175935049,-0.20888777033475378,-0.3274550051175639,0.21744706195649469,1
19961024,0.19367922746482635,-0.20888777033475378,-0.3230514059166126,0.21744706195649469,1
19961025,0.2133994269583574,-0.4118358671574646,-0.32531884874933986,0.21744706195649469,1
19961028,0.3280595855810904,-0.20888777033475378,-0.3206290954334428,0.21744706195649469,1
19961029,0.5521744723123954,-0.005939673512044106,-0.2465073048197679,-1.353740402851711,0
19961030,0.44955909764897445,-0.005939673512044106,-0.21744609796844966,-1.0578386992178117,0
19961031,0.43018276138904943,0.1970084233106667,-0.21702578371633535,-1.0578386992178117,0
19961101,0.2658406222057487,-0.005939673512044106,-0.20171782812719244,-0.8968333604758366,0
19961104,0.03071695337354916,-0.005939673512044106,-0.20430753217227351,-0.8968333604758366,0
19961105,0.04819735178934613,-0.20888777033475378,-0.3038209093988789,-0.8968333604758366,0
19961106,0.05104830878755419,-0.20888777033475378,-0.30507539769881276,-0.7923974650756359,0
19961107,0.04334985626329532,-0.005939673512044106,-0.30765303826275964,-0.7923974650756359,0
19961108,0.04882356008001788,-0.005939673512044106,-0.3062737751093114,-0.7923974650756359,0
19961111,0.15056642208936896,-0.005939673512044106,-0.30010839819497837,-0.7923974650756359,0
19961112,0.18917193346079794,0.1970084233106667,-0.300897095124383,-0.7923974650756359,0
19961113,0.28429464076378297,0.3999565201333775,-0.29740855045772957,-0.7923974650756359,0
19961114,0.4597099100301919,0.6029046169560883,-0.2747800631009848,-1.353740402851711,0
19961115,0.6435475523684523,0.8058527137787992,-0.25542578106742736,-1.353740402851711,0
19961118,0.6083744299414791,1.00880081060151,-0.24172188172128206,-1.353740402851711,0
19961119,0.6168386893772893,0.8058527137787992,-0.27605133220152456,-1.24378703977238,0
19961120,0.6867417046369937,0.8058527137787992,-0.28230711032385103,-1.2241525106510704,0
19961121,0.5856129219132911,0.8058527137787992,-0.22626330980867873,-0.7843390583337475,0
19961122,0.6084157657505733,1.00880081060151,-0.23903555345920216,-0.7843390583337475,0
19961125,0.5986628832344065,1.00880081060151,-0.2390058663301948,-0.7843390583337475,0
19961126,0.5690454179088005,0.8058527137787992,-0.23616609065160193,-0.772558340860963,0
19961127,0.4610583625889723,0.8058527137787992,-0.230102588429958,-0.650824260308846,0
19961128,0.4874173733905456,0.6029046169560883,-0.23404975593772093,-0.6311897311875382,0
19961129,0.5014730014479585,0.8058527137787992,-0.23552525809990474,-0.6311897311875382,0
19961202,0.4950717018385352,0.8058527137787992,-0.23579649188961452,-0.6311897311875382,0
19961203,0.6157666579157787,0.8058527137787992,-0.23071512084135595,-0.6311897311875382,0
19961204,0.646716345434452,1.00880081060151,-0.2390642594409463,-0.6311897311875382,0
19961205,0.7319746415785332,1.2117489074242196,-0.23596876621613566,-0.6311897311875382,0
19961206,0.8501975356036325,1.4146970042469316,-0.2379382883702023,-0.6311897311875382,0
19961209,0.9292974680963072,1.6176451010696413,-0.24205841172545955,-1.353740402851711,0
19961210,0.9408638947588341,1.4146970042469316,-0.23114530905789074,-1.18897695423738,0
19961211,1.0419945602390492,1.6176451010696413,-0.23970175798557714,-1.353740402851711,0
19961212,1.0894493102754512,1.6176451010696413,-0.24474233063431258,-1.3420071404342033,0
19961213,0.9007850440036114,1.6176451010696413,-0.19286995931269207,-0.9313429558214473,0
19961216,0.7241694665790788,1.4146970042469316,0.013736721264695537,-0.18041416110097702,0
19961217,0.41562004795869206,1.4146970042469316,0.15384904566951668,0.48055962175193656,0
19961218,0.5741919943669963,1.6176451010696413,0.2529949585811873,0.48055962175193656,0
19961219,0.47674634297511337,1.4146970042469316,0.2356967434552762,0.48055962175193656,0
19961220,0.42332223439081795,1.2117489074242196,0.23390818635504326,0.48055962175193656,0
19961223,0.43938892753627784,1.2117489074242196,0.23238992753420804,0.48055962175193656,0
19961224,0.20397734634287537,1.00880081060151,0.25105052487239465,0.48055962175193656,0
19961225,0.18288642487490653,1.00880081060151,0.25081077494944715,0.48055962175193656,0
19961226,0.2063676240090846,0.8058527137787992,0.2337298485374666,0.48055962175193656,0
